file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,217,css,45339adc,AndresRiera,2025-02-07,14:27:36,-08:00,2025-02-07T14:27:36-08:00,0,19
style.css,218,css,45339adc,AndresRiera,2025-02-07,14:27:36,-08:00,2025-02-07T14:27:36-08:00,0,14
style.css,219,css,45339adc,AndresRiera,2025-02-07,14:27:36,-08:00,2025-02-07T14:27:36-08:00,0,0
style.css,220,css,45339adc,AndresRiera,2025-02-07,14:27:36,-08:00,2025-02-07T14:27:36-08:00,0,0
style.css,221,css,45339adc,AndresRiera,2025-02-07,14:27:36,-08:00,2025-02-07T14:27:36-08:00,0,16
style.css,222,css,45339adc,AndresRiera,2025-02-07,14:27:36,-08:00,2025-02-07T14:27:36-08:00,0,11
style.css,223,css,45339adc,AndresRiera,2025-02-07,14:27:36,-08:00,2025-02-07T14:27:36-08:00,0,12
style.css,224,css,45339adc,AndresRiera,2025-02-07,14:27:36,-08:00,2025-02-07T14:27:36-08:00,0,18
style.css,225,css,45339adc,AndresRiera,2025-02-07,14:27:36,-08:00,2025-02-07T14:27:36-08:00,0,21
style.css,226,css,45339adc,AndresRiera,2025-02-07,14:27:36,-08:00,2025-02-07T14:27:36-08:00,0,8
style.css,227,css,45339adc,AndresRiera,2025-02-07,14:27:36,-08:00,2025-02-07T14:27:36-08:00,0,30
style.css,228,css,45339adc,AndresRiera,2025-02-07,14:27:36,-08:00,2025-02-07T14:27:36-08:00,0,0
